nombre,ciudad,direccion,telefono,whatsapp,web,google_maps_url,estado
"Centro de Estética "" TINA "" Flores","Buenos Aires","Pergamino 1285 Piso 3 departamento 18, C1406GTE Cdad. Autónoma de Buenos Aires","02246518568","02246518568","https://taplink.cc/esteticadesaludtina?utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=PAb21jcARKxTNleHRuA2FlbQIxMQBzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAaeUbRLkRPEJqxbeyNSMbKMH8x7gu6nmk0h7xwDI34R3bcMjRVJNl-axZI0Rrw_aem_VydEY6Wp-ECsTYazH_Rb5Q","https://www.google.com/maps/place/Centro+de+Est%C3%A9tica+%22+TINA+%22+Flores/data=!4m7!3m6!1s0x95bcc988dc98843b:0xb34f885cfeab7594!8m2!3d-34.6451752!4d-58.4663641!16s%2Fg%2F11z4y668pb!19sChIJO4SY3IjJvJURlHWr_lyIT7M?authuser=0&hl=es-419&rclk=1","PENDING"
"Estetica Funcional Urquiza","Buenos Aires","Av. Triunvirato 4671, C1431FBJ Cdad. Autónoma de Buenos Aires","01134441164","01134441164","https://www.instagram.com/urquizaesteticafuncional?igsh=cTFxcTJ6ZDc4Njlk","https://www.google.com/maps/place/Estetica+Funcional+Urquiza/data=!4m7!3m6!1s0x95bcb724c5fad063:0xb0a33f9a1f0d0c08!8m2!3d-34.5744191!4d-58.4859888!16s%2Fg%2F11jt7r6gpt!19sChIJY9D6xSS3vJURCAwNH5o_o7A?authuser=0&hl=es-419&rclk=1","PENDING"
"BELLA - ESTETICA FEMENINA","Buenos Aires","Díaz Colodrero 3286, C1431 Cdad. Autónoma de Buenos Aires","01163562140","01163562140","https://www.facebook.com/bella.esteticaeindumentaria","https://www.google.com/maps/place/BELLA+-+ESTETICA+FEMENINA/data=!4m7!3m6!1s0x95bcb7a1d66ea2e9:0x3fdfa6f2abf9592!8m2!3d-34.5663642!4d-58.4915847!16s%2Fg%2F11gqvh2xy8!19sChIJ6aJu1qG3vJURkpW_Km_6_QM?authuser=0&hl=es-419&rclk=1","PENDING"
"Mle Medicina Estética","Buenos Aires","Bauness 2551, C1431 Cdad. Autónoma de Buenos Aires","01121530235","01121530235","http://mlemedicinaestetica.com.ar/","https://www.google.com/maps/place/Mle+Medicina+Est%C3%A9tica/data=!4m7!3m6!1s0x95bcb65dd3c95555:0x529cf5f492f8db61!8m2!3d-34.5737476!4d-58.4885604!16s%2Fg%2F11fz9z5cs3!19sChIJVVXJ0122vJURYdv4kvT1nFI?authuser=0&hl=es-419&rclk=1","PENDING"
"Centro de Estética - Mujer Verdadera","Buenos Aires","Centro de Estética, Bauness 2188, C1431 Cdad. Autónoma de Buenos Aires","01145243765","01145243765","","https://www.google.com/maps/place/Centro+de+Est%C3%A9tica+-+Mujer+Verdadera/data=!4m7!3m6!1s0x95bcb65d588e58eb:0x5d71dde471f614f1!8m2!3d-34.5767559!4d-58.485898!16s%2Fg%2F11hbfd9l7r!19sChIJ61iOWF22vJUR8RT2ceTdcV0?authuser=0&hl=es-419&rclk=1","PENDING"
"LACA Beauty Villa Urquiza","Buenos Aires","Díaz Colodrero 2323, C1431 Cdad. Autónoma de Buenos Aires","01165020407","01165020407","http://tiendalacabeauty.com.ar/","https://www.google.com/maps/place/LACA+Beauty+Villa+Urquiza/data=!4m7!3m6!1s0x95bcb76682740af7:0xfaf263ae46985c24!8m2!3d-34.5741823!4d-58.4849044!16s%2Fg%2F11sbjgw55j!19sChIJ9wp0gma3vJURJFyYRq5j8vo?authuser=0&hl=es-419&rclk=1","PENDING"
"Bio Estetica y Spa","Buenos Aires","Mendoza 4893, C1431 Cdad. Autónoma de Buenos Aires","01131115850","01131115850","https://www.instagram.com/bioesteticayspa/?hl=es-la","https://www.google.com/maps/place/Bio+Estetica+y+Spa/data=!4m7!3m6!1s0x95bcb66615002a2f:0x1d099c240ca3ab4a!8m2!3d-34.5755166!4d-58.4816597!16s%2Fg%2F1v27wpd6!19sChIJLyoAFWa2vJURSqujDCScCR0?authuser=0&hl=es-419&rclk=1","PENDING"
"Estética Bella Vita","Buenos Aires","Av. Álvarez Thomas 2962, C1431FOT Cdad. Autónoma de Buenos Aires","01136682274","01136682274","http://esteticabellavita.com/consultorio-villa-urquiza/","https://www.google.com/maps/place/Est%C3%A9tica+Bella+Vita/data=!4m7!3m6!1s0x95bcb7f9909fb497:0xede253fffa7ff812!8m2!3d-34.5731906!4d-58.4814334!16s%2Fg%2F11rfplr8jw!19sChIJl7SfkPm3vJUREvh_-v9T4u0?authuser=0&hl=es-419&rclk=1","PENDING"
"Camila Taborda Cosmetología Microcentro","Buenos Aires","Tucumán 983, C1039 Cdad. Autónoma de Buenos Aires","01170590119","01170590119","https://ctcosmetologiaestudio.site.agendapro.com/ar","https://www.google.com/maps/place/Camila+Taborda+Cosmetolog%C3%ADa+Microcentro/data=!4m7!3m6!1s0x95bccb56769513e5:0x7bf80b2349591bbc!8m2!3d-34.6012817!4d-58.3807786!16s%2Fg%2F11yq8ygng4!19sChIJ5ROVdlbLvJURvBtZSSML-Hs?authuser=0&hl=es-419&rclk=1","PENDING"
"Glory Beauty & Spa, Masajes, Belleza de Cejas y Pestañas en Microcentro Caba.","Buenos Aires","Florida 681, C1005 Cdad. Autónoma de Buenos Aires","01139318359","01139318359","https://www.glorybeautyspa.com.ar/","https://www.google.com/maps/place/Glory+Beauty+%26+Spa,+Masajes,+Belleza+de+Cejas+y+Pesta%C3%B1as+en+Microcentro+Caba./data=!4m7!3m6!1s0x95bccbc56e9a2c61:0x45b38a8c11ac01f0!8m2!3d-34.6001517!4d-58.3751567!16s%2Fg%2F11vdbf3w6m!19sChIJYSyabsXLvJUR8AGsEYyKs0U?authuser=0&hl=es-419&rclk=1","PENDING"
"Iobella Microcentro","Buenos Aires","Viamonte 524 3er piso, C1054 Cdad. Autónoma de Buenos Aires","01143112226","01143112226","http://iobella.com.ar/","https://www.google.com/maps/place/Iobella+Microcentro/data=!4m7!3m6!1s0x95bccacb7835d29b:0x2d3995af64ba12f7!8m2!3d-34.5998957!4d-58.3744588!16s%2Fg%2F1q5gp5lsb!19sChIJm9I1eMvKvJUR9xK6ZK-VOS0?authuser=0&hl=es-419&rclk=1","PENDING"
"Femelle Spa","Buenos Aires","Florida 15 1° Piso, Local 23, C1005 Microcentro, Cdad. Autónoma de Buenos Aires","01143433196","01143433196","https://www.instagram.com/femellespa/","https://www.google.com/maps/place/Femelle+Spa/data=!4m7!3m6!1s0x95bccad25375bb59:0x9833dcdc0b9e0d19!8m2!3d-34.607924!4d-58.374815!16s%2Fg%2F1tk68wb1!19sChIJWbt1U9LKvJURGQ2eC9zcM5g?authuser=0&hl=es-419&rclk=1","PENDING"
"Estilo Up | Sede Microcentro","Buenos Aires","Suipacha 370, C1008 Cdad. Autónoma de Buenos Aires","01123184604","01123184604","","https://www.google.com/maps/place/Estilo+Up+%7C+Sede+Microcentro/data=!4m7!3m6!1s0x95bccb8b02a68ecb:0xb76e01622dd7fdec!8m2!3d-34.6041113!4d-58.3795155!16s%2Fg%2F11h4tbytvl!19sChIJy46mAovLvJUR7P3XLWIBbrc?authuser=0&hl=es-419&rclk=1","PENDING"
"MEB Medicina & Estética","Buenos Aires","Esmeralda 920, C1007ABL C1007ABL, Cdad. Autónoma de Buenos Aires","01139465953","01139465953","http://www.mebestetica.com.ar/","https://www.google.com/maps/place/MEB+Medicina+%26+Est%C3%A9tica/data=!4m7!3m6!1s0x95bccacb88dac961:0x15f53a588bd3c349!8m2!3d-34.5974116!4d-58.3787437!16s%2Fg%2F11bbrp9jz2!19sChIJYcnaiMvKvJURScPTi1g69RU?authuser=0&hl=es-419&rclk=1","PENDING"
"Estética Martínez (Martínez)","Buenos Aires","Necochea 1824, B1640 Martínez, Provincia de Buenos Aires","01136852029","01136852029","","https://www.google.com/maps/place/Est%C3%A9tica+Mart%C3%ADnez+%28Mart%C3%ADnez%29/data=!4m7!3m6!1s0x95bcb142b5c4dc9d:0x41e2084b43ed6fd6!8m2!3d-34.4921071!4d-58.5093107!16s%2Fg%2F11hzbvn6xg!19sChIJndzEtUKxvJUR1m_tQ0sI4kE?authuser=0&hl=es-419&rclk=1","PENDING"
"Estética Eden Martinez","Buenos Aires","Gral. Alvear 257, B1640 Martínez, Provincia de Buenos Aires","01126029126","01126029126","","https://www.google.com/maps/place/Est%C3%A9tica+Eden+Martinez/data=!4m7!3m6!1s0x95bcb1a8cffed741:0x6eb9ead070d189f!8m2!3d-34.4882582!4d-58.4978468!16s%2Fg%2F1q629rl62!19sChIJQdf-z6ixvJURnxgNB62e6wY?authuser=0&hl=es-419&rclk=1","PENDING"
"Estética Martínez (Olivos)","Buenos Aires","Av. Maipú 2285, B1636AAC, B1636AAC Olivos, Provincia de Buenos Aires","0111562837169","0111562837169","","https://www.google.com/maps/place/Est%C3%A9tica+Mart%C3%ADnez+%28Olivos%29/data=!4m7!3m6!1s0x95bcb105a608672d:0x6bf9c8688c67f97d!8m2!3d-34.5147322!4d-58.4883967!16s%2Fg%2F11rnf8l32w!19sChIJLWcIpgWxvJURfflnjGjI-Ws?authuser=0&hl=es-419&rclk=1","PENDING"
"Bio Estetica y Spa Martinez","Buenos Aires","Ladislao Martínez 65, B1640EYA Martínez, Provincia de Buenos Aires","01151020254","01151020254","","https://www.google.com/maps/place/Bio+Estetica+y+Spa+Martinez/data=!4m7!3m6!1s0x95bcb19b12676f8f:0x77ad54202ad9e1d8!8m2!3d-34.4900656!4d-58.4992106!16s%2Fg%2F11s5sz7rp9!19sChIJj29nEpuxvJUR2OHZKiBUrXc?authuser=0&hl=es-419&rclk=1","PENDING"
"IMEL Medicina Estética y Láser","Buenos Aires","Ladislao Martínez 248, B1640EYF Martínez, Provincia de Buenos Aires","01133025222","01133025222","http://www.imel-esteticalaser.com.ar/","https://www.google.com/maps/place/IMEL+Medicina+Est%C3%A9tica+y+L%C3%A1ser/data=!4m7!3m6!1s0x95bcb1ac286828b5:0xfb86b9087e392ea8!8m2!3d-34.4888836!4d-58.4973838!16s%2Fg%2F1q62hqs_b!19sChIJtShoKKyxvJURqC45fgi5hvs?authuser=0&hl=es-419&rclk=1","PENDING"
"RENUVA - Clínica estética y laser","Asunción","Eusebio Lillo Robles 1498 esq, Asunción 001411, Paraguay","595981521527","595981521527","","https://www.google.com/maps/place/RENUVA+-+Cl%C3%ADnica+est%C3%A9tica+y+laser/data=!4m7!3m6!1s0x945da994122c9b45:0xa041f5ffe762b5af!8m2!3d-25.2893184!4d-57.5747341!16s%2Fg%2F11j7knzgl4!19sChIJRZssEpSpXZQRr7Vi5__1QaA?authuser=0&hl=es-419&rclk=1","PENDING"
"DermoBeauty · Villa Morra","Asunción","Doctor Francisco Morra Nº 717 casi Eusebio Lillo Robles, Dr. Francisco Morra 717, Asunción, Paraguay","595981673700","595981673700","http://www.dermobeauty.com.py/","https://www.google.com/maps/place/DermoBeauty+%C2%B7+Villa+Morra/data=!4m7!3m6!1s0x945da89f7ce6aed5:0x8e1cd7e1fbde38e1!8m2!3d-25.288256!4d-57.5759961!16s%2Fg%2F11b6s8hbq2!19sChIJ1a7mfJ-oXZQR4Tje--HXHI4?authuser=0&hl=es-419&rclk=1","PENDING"
"Biolaser Medicina Estética","Asunción","San Rafael 698 esquina, Ntra. Sra. del Carmen 698, Asunción, Paraguay","595983118888","595983118888","http://www.biolaser.com.py/","https://www.google.com/maps/place/Biolaser+Medicina+Est%C3%A9tica/data=!4m7!3m6!1s0x945da61f0b1bed3d:0xcc8ee2fc159fdde7!8m2!3d-25.2816625!4d-57.5743704!16s%2Fg%2F11b78q35ck!19sChIJPe0bCx-mXZQR592fFfzijsw?authuser=0&hl=es-419&rclk=1","PENDING"
"Velours Clínica Medicina Estética","Asunción","Papa Juan XXIII y, Asunción 001529, Paraguay","595991855939","595991855939","https://velours.com.py/","https://www.google.com/maps/place/Velours+Cl%C3%ADnica+Medicina+Est%C3%A9tica/data=!4m7!3m6!1s0x945da77bbd4dfe45:0x5dd95cc350e57be0!8m2!3d-25.2812609!4d-57.569156!16s%2Fg%2F11h_bb21x4!19sChIJRf5NvXunXZQR4HvlUMNc2V0?authuser=0&hl=es-419&rclk=1","PENDING"
"Depyless Depilación Médica Láser Centro Oficial de Soprano Titanium","Asunción","Eusebio Lillo Robles 1109 Esquina, Asunción 1813, Paraguay","595981252511","595981252511","http://www.depyless.com/","https://www.google.com/maps/place/Depyless+Depilaci%C3%B3n+M%C3%A9dica+L%C3%A1ser+Centro+Oficial+de+Soprano+Titanium/data=!4m7!3m6!1s0x945da999939a0a6b:0x788a35e2c715314c!8m2!3d-25.2874744!4d-57.5786402!16s%2Fg%2F11k5jz4zbk!19sChIJawqak5mpXZQRTDEVx-I1ing?authuser=0&hl=es-419&rclk=1","PENDING"
"Koru Estetica & Spa Paraguay","Asunción","Malutin 479, Asunción 001411, Paraguay","595982891000","595982891000","https://linktr.ee/koruesteticayspa","https://www.google.com/maps/place/Koru+Estetica+%26+Spa+Paraguay/data=!4m7!3m6!1s0x945da984a4fb9e23:0x9e82bcef4ead61d!8m2!3d-25.2907989!4d-57.5791337!16s%2Fg%2F11vktcqpg1!19sChIJI577pISpXZQRHdbq9M4r6Ak?authuser=0&hl=es-419&rclk=1","PENDING"
"Clínica De Estética Integral Beauty & Relax","Asunción","Av. Dr. Guido Boggiani 5976, Asunción 001416, Paraguay","59521604537","59521604537","","https://www.google.com/maps/place/Cl%C3%ADnica+De+Est%C3%A9tica+Integral+Beauty+%26+Relax/data=!4m7!3m6!1s0x945da8bea71e8213:0x71a61a15ff3367d2!8m2!3d-25.2996031!4d-57.5712145!16s%2Fg%2F11bwl3zg4x!19sChIJE4Iep76oXZQR0mcz_xUapnE?authuser=0&hl=es-419&rclk=1","PENDING"
"Annuva","Asunción","PC6C+4PF, Sucre, Asunción 001411, Paraguay","595991208143","595991208143","","https://www.google.com/maps/place/Annuva/data=!4m7!3m6!1s0x945da90022f3be2f:0xd8ee54bc98de0418!8m2!3d-25.2896874!4d-57.5782044!16s%2Fg%2F11yn3d2gpt!19sChIJL77zIgCpXZQRGATemLxU7tg?authuser=0&hl=es-419&rclk=1","PENDING"
"PIBA estetica y depilación","Asunción","PC3C+XQP, Av. Mariscal López, Asunción 1814, Paraguay","595994242249","595994242249","https://www.instagram.com/piba.estetica/","https://www.google.com/maps/place/PIBA+estetica+y+depilaci%C3%B3n/data=!4m7!3m6!1s0x945da96678d34de3:0xe278af219df7b1fe!8m2!3d-25.2951899!4d-57.5785654!16s%2Fg%2F11t7b9nkgz!19sChIJ403TeGapXZQR_rH3nSGveOI?authuser=0&hl=es-419&rclk=1","PENDING"
"MIMBI Beauty Spa","Asunción","Teniente Malutín 138, Asunción 001411, Paraguay","595994358209","595994358209","https://mimbibeautybar.site.agendit.com.py/","https://www.google.com/maps/place/MIMBI+Beauty+Spa/data=!4m7!3m6!1s0x945da94f609d3717:0x732f1b79d5309d9!8m2!3d-25.2935005!4d-57.5804658!16s%2Fg%2F11ltb9b9t6!19sChIJFzedYE-pXZQR2QlTnbfxMgc?authuser=0&hl=es-419&rclk=1","PENDING"
"Dra. Diana Grossling","Asunción","Eusebio Lillo Robles 1750, Asunción 1750, Paraguay","595982160036","595982160036","","https://www.google.com/maps/place/Dra.+Diana+Grossling/data=!4m7!3m6!1s0x945da8b281134121:0xb80e5e18f95fed88!8m2!3d-25.2903428!4d-57.5721832!16s%2Fg%2F11f06kv6k3!19sChIJIUETgbKoXZQRiO1f-RheDrg?authuser=0&hl=es-419&rclk=1","PENDING"
"101 Beauty Studio","Asunción","Senador Huey Pierce Long 250 Entre Guido Spano Y Andrade Asuncion, 1849, Paraguay","595976564224","595976564224","http://www.instagram.com/101beautystudio/","https://www.google.com/maps/place/101+Beauty+Studio/data=!4m7!3m6!1s0x945da90626bf189f:0xd42c3f927f8dbd45!8m2!3d-25.2930551!4d-57.5788932!16s%2Fg%2F11lgllf237!19sChIJnxi_JgapXZQRRb2Nf5I_LNQ?authuser=0&hl=es-419&rclk=1","PENDING"
"Clinica Carmelitas","Asunción","San Benigno 999 esquina, Asunción 001527, Paraguay","59521664424","59521664424","","https://www.google.com/maps/place/Clinica+Carmelitas/data=!4m7!3m6!1s0x945da61eeac82351:0x2dae6c8a85bea727!8m2!3d-25.2798964!4d-57.571696!16s%2Fg%2F11c6c8yytc!19sChIJUSPI6h6mXZQRJ6e-hYpsri0?authuser=0&hl=es-419&rclk=1","PENDING"
"Calma tu alma estética integral central","Asunción","Av. España 2031 casi, Asunción 2060, Paraguay","595983444427","595983444427","http://www.facebook.com/calmatualmaspa","https://www.google.com/maps/place/Calma+tu+alma+est%C3%A9tica+integral+central/data=!4m7!3m6!1s0x945da7db6d4f1fd3:0x5b39ebafe80b6491!8m2!3d-25.2879066!4d-57.601607!16s%2Fg%2F11f2wm91qb!19sChIJ0x9PbdunXZQRkWQL6K_rOVs?authuser=0&hl=es-419&rclk=1","PENDING"
"Lumina Clínica Estética","Asunción","América 200, Asunción 001207, Paraguay","595985625008","595985625008","","https://www.google.com/maps/place/Lumina+Cl%C3%ADnica+Est%C3%A9tica/data=!4m7!3m6!1s0x945da9003c73257b:0x267fefa195f043fa!8m2!3d-25.290895!4d-57.5975629!16s%2Fg%2F11y8srgc71!19sChIJeyVzPACpXZQR-kPwlaHvfyY?authuser=0&hl=es-419&rclk=1","PENDING"
"BELDAD salón & spa boutique","Asunción","PC93+49Q, Sgto. José León Gauto, Asunción 001207, Paraguay","595992248612","595992248612","","https://www.google.com/maps/place/BELDAD+sal%C3%B3n+%26+spa+boutique/data=!4m7!3m6!1s0x945da790a4d2fc6f:0x1d79b0dcb6434f81!8m2!3d-25.2821604!4d-57.5965058!16s%2Fg%2F11td87_sht!19sChIJb_zSpJCnXZQRgU9DttyweR0?authuser=0&hl=es-419&rclk=1","PENDING"
"Edith Pfannl Boutique de Belleza","Asunción","Ayala Velazquez 597, Asunción 001208, Paraguay","595976208223","595976208223","https://linktr.ee/edithpfannlbeautyshop","https://www.google.com/maps/place/Edith+Pfannl+Boutique+de+Belleza/data=!4m7!3m6!1s0x945da7d12efb7333:0xf8cfc78a533a0324!8m2!3d-25.2866054!4d-57.6065907!16s%2Fg%2F1tlqr1w_!19sChIJM3P7LtGnXZQRJAM6U4rHz_g?authuser=0&hl=es-419&rclk=1","PENDING"
"Prima Piel Estética","Asunción","Ayala Velazquez 591, Asunción 001208, Paraguay","595991700350","595991700350","","https://www.google.com/maps/place/Prima+Piel+Est%C3%A9tica/data=!4m7!3m6!1s0x945da7d13ce4be6f:0xe236355cf10d26a7!8m2!3d-25.2868181!4d-57.606622!16s%2Fg%2F11f1kdh67m!19sChIJb77kPNGnXZQRpyYN8Vw1NuI?authuser=0&hl=es-419&rclk=1","PENDING"
"Centro de Belleza Jovita","Asunción","República de Siria 480-407, Asunción 001208, Paraguay","595981788845","595981788845","https://wa.me/595981788845","https://www.google.com/maps/place/Centro+de+Belleza+Jovita/data=!4m7!3m6!1s0x945da7a7f8326417:0x9ba9cfe65872268f!8m2!3d-25.2853114!4d-57.6052153!16s%2Fg%2F11y3n89r0p!19sChIJF2Qy-KenXZQRjyZyWObPqZs?authuser=0&hl=es-419&rclk=1","PENDING"
"Vida Estética","Asunción","Av. Venezuela 573, Asunción 001207, Paraguay","595972704040","595972704040","http://www.vidaestetica.com.py/","https://www.google.com/maps/place/Vida+Est%C3%A9tica/data=!4m7!3m6!1s0x945da62bb249abb1:0xb9a01e4856882076!8m2!3d-25.2865581!4d-57.5954284!16s%2Fg%2F11hcf1tp92!19sChIJsatJsiumXZQRdiCIVkgeoLk?authuser=0&hl=es-419&rclk=1","PENDING"
"Halo Spa & Nails","Asunción","Av. Brasilia 772, Asunción 1431, Paraguay","595986608014","595986608014","https://www.instagram.com/halospa.nails?igsh=bWRpc3hwNXZrOXo4","https://www.google.com/maps/place/Halo+Spa+%26+Nails/data=!4m7!3m6!1s0x945da7d7e384cf95:0xf38083471c17cef2!8m2!3d-25.2845217!4d-57.6014433!16s%2Fg%2F11w8p0xzcf!19sChIJlc-E49enXZQR8s4XHEeDgPM?authuser=0&hl=es-419&rclk=1","PENDING"
"Rossie Beauty Center – Nails Express Sucursal España","Asunción","Av. España 2062, Asunción 1204, Paraguay","595981673034","595981673034","https://www.facebook.com/nailsexpresspy","https://www.google.com/maps/place/Rossie+Beauty+Center+%E2%80%93+Nails+Express+Sucursal+Espa%C3%B1a/data=!4m7!3m6!1s0x945da7a4a67418bb:0x6c58dc749682de32!8m2!3d-25.2879245!4d-57.5999547!16s%2Fg%2F11ghlt9xrk!19sChIJuxh0pqSnXZQRMt6ClnTcWGw?authuser=0&hl=es-419&rclk=1","PENDING"
"Epem Medicina Estética Asunción","Asunción","San Francisco 484 casi, Asunción 001208, Paraguay","595212371100","595212371100","https://www.grupoepem.com.py/medicina-estetica","https://www.google.com/maps/place/Epem+Medicina+Est%C3%A9tica+Asunci%C3%B3n/data=!4m7!3m6!1s0x945da959b9e65957:0xc746d4a3284e072b!8m2!3d-25.2888015!4d-57.6033642!16s%2Fg%2F11yfkzxvxx!19sChIJV1nmuVmpXZQRKwdOKKPURsc?authuser=0&hl=es-419&rclk=1","PENDING"
"VALBETH Depilación Y Belleza","Asunción","P98W+9XX, Patria & San Francisco, Asunción, Paraguay","595981000041","595981000041","","https://www.google.com/maps/place/VALBETH+Depilaci%C3%B3n+Y+Belleza/data=!4m7!3m6!1s0x945da7d3b0b21569:0xfc48a77808560384!8m2!3d-25.2840152!4d-57.6025071!16s%2Fg%2F11fz8fb2jq!19sChIJaRWysNOnXZQRhANWCHinSPw?authuser=0&hl=es-419&rclk=1","PENDING"
"Beauty lab By SM","Asunción","San Francisco &, Patria, Asunción, Paraguay","595981160909","595981160909","","https://www.google.com/maps/place/Beauty+lab+By+SM/data=!4m7!3m6!1s0x945da71aa1ad6ac7:0xe54ddb1fa7b61329!8m2!3d-25.2838133!4d-57.6025667!16s%2Fg%2F11tt2x740q!19sChIJx2qtoRqnXZQRKRO2px_bTeU?authuser=0&hl=es-419&rclk=1","PENDING"
"Mercedes Beauty Center","Asunción","PC2V+PP7, Asunción 001406, Paraguay","595986514411","595986514411","https://www.instagram.com/mercedesbeautycenter/","https://www.google.com/maps/place/Mercedes+Beauty+Center/data=!4m7!3m6!1s0x945da9a17f5cadb1:0x24edebb4e296923d!8m2!3d-25.2982187!4d-57.5557111!16s%2Fg%2F11s3xvmbwt!19sChIJsa1cf6GpXZQRPZKW4rTr7SQ?authuser=0&hl=es-419&rclk=1","PENDING"
"Centro Médico Corppolive","Asunción","Santisimo Sacramento 3069, Asunción 001519, Paraguay","595971568547","595971568547","","https://www.google.com/maps/place/Centro+M%C3%A9dico+Corppolive/data=!4m7!3m6!1s0x945da642508e5489:0x2104bae4fc9441c4!8m2!3d-25.2553413!4d-57.5772593!16s%2Fg%2F11c604ddtt!19sChIJiVSOUEKmXZQRxEGU_OS6BCE?authuser=0&hl=es-419&rclk=1","PENDING"
"Centro Legrand - Medicina Estética","Asunción","Molas Lopez 1232, Asunción 001520, Paraguay","595985135222","595985135222","","https://www.google.com/maps/place/Centro+Legrand+-+Medicina+Est%C3%A9tica/data=!4m7!3m6!1s0x945da7fcdb07a7b1:0xffb63875c6106837!8m2!3d-25.2704166!4d-57.5721507!16s%2Fg%2F11h91yklb7!19sChIJsacH2_ynXZQRN2gQxnU4tv8?authuser=0&hl=es-419&rclk=1","PENDING"
"Galilea Estetica","Asunción","Sta. Rosa 944 c, Asunción 1411, Paraguay","595994681789","595994681789","","https://www.google.com/maps/place/Galilea+Estetica/data=!4m7!3m6!1s0x945da7b52fbb0373:0x86bf5d07b497a6ac!8m2!3d-25.2826214!4d-57.5902197!16s%2Fg%2F11nwcb7ngs!19sChIJcwO7L7WnXZQRrKaXtAddv4Y?authuser=0&hl=es-419&rclk=1","PENDING"
"AS Estética de Resultados","Asunción","Gral. José María Bruguéz 353, Asunción 001225, Paraguay","595972122099","595972122099","https://asclinicaestetica.com/","https://www.google.com/maps/place/AS+Est%C3%A9tica+de+Resultados/data=!4m7!3m6!1s0x945da9606a29fd8d:0x2cc66825bd3a5c4a!8m2!3d-25.2935498!4d-57.6159308!16s%2Fg%2F11h6ynb68w!19sChIJjf0pamCpXZQRSlw6vSVoxiw?authuser=0&hl=es-419&rclk=1","PENDING"
"Clínica Benestar","Asunción","Julio Correa 1591 esq, Asunción 001525, Paraguay","595971762600","595971762600","","https://www.google.com/maps/place/Cl%C3%ADnica+Benestar/data=!4m7!3m6!1s0x945da7a5d67ee503:0xa4ca290585f39590!8m2!3d-25.2686832!4d-57.5626729!16s%2Fg%2F11qgk9l61t!19sChIJA-V-1qWnXZQRkJXzhQUpyqQ?authuser=0&hl=es-419&rclk=1","PENDING"
"Yinde Glam","Asunción","Carlos Alberto Gómez, Asunción 001519, Paraguay","595982288191","595982288191","","https://www.google.com/maps/place/Yinde+Glam/data=!4m7!3m6!1s0x945da97b1be1b029:0xae1d0d64350dc144!8m2!3d-25.2572677!4d-57.5710717!16s%2Fg%2F11gxtl_fdt!19sChIJKbDhG3upXZQRRMENNWQNHa4?authuser=0&hl=es-419&rclk=1","PENDING"
"Centro estético Dermabell","Asunción","Olegario Víctor Andrade esquina, Asunción 001408, Paraguay","595992222333","595992222333","","https://www.google.com/maps/place/Centro+est%C3%A9tico+Dermabell/data=!4m7!3m6!1s0x945da9863e091c0f:0xbc189478fbcb9d7e!8m2!3d-25.2959084!4d-57.5712506!16s%2Fg%2F11sjvnmx2g!19sChIJDxwJPoapXZQRfp3L-3iUGLw?authuser=0&hl=es-419&rclk=1","PENDING"
"EstetiCare","Asunción","Pitiantuta, &, Asunción, Paraguay","595971264525","595971264525","","https://www.google.com/maps/place/EstetiCare/data=!4m7!3m6!1s0x945da7cf2b65de0f:0x431a3fa7e56f6888!8m2!3d-25.276918!4d-57.6072058!16s%2Fg%2F11d_x35y0s!19sChIJD95lK8-nXZQRiGhv5ac_GkM?authuser=0&hl=es-419&rclk=1","PENDING"
"Clínica Lumière","Asunción","Dr. José Gómez Brizuela 1436, Asunción 001525, Paraguay","595982051953","595982051953","","https://www.google.com/maps/place/Cl%C3%ADnica+Lumi%C3%A8re/data=!4m7!3m6!1s0x945da9ce23f50171:0xe1a9081292882257!8m2!3d-25.2645807!4d-57.5574031!16s%2Fg%2F11m9r5fqy1!19sChIJcQH1I86pXZQRVyKIkhIIqeE?authuser=0&hl=es-419&rclk=1","PENDING"
"Sinaí Dermo Radiance","Asunción","Av. Brasilia 1015, Asunción 1015, Paraguay","595974455435","595974455435","https://linktr.ee/sinaidermoradiance","https://www.google.com/maps/place/Sina%C3%AD+Dermo+Radiance/data=!4m7!3m6!1s0x945da7729e10d4c9:0x8d1bf23876f30db6!8m2!3d-25.2793693!4d-57.6004257!16s%2Fg%2F11p5qfnmbl!19sChIJydQQnnKnXZQRtg3zdjjyG40?authuser=0&hl=es-419&rclk=1","PENDING"
"Dermadue. Dermatología clínica, quirúrgica y estética.Oncología cutánea y cirugía de mohs.","Asunción","Dr. Felipe Molas Lopez 2250 e/ Ingeniero John Whytehead y granada, Asunción, Paraguay","595981183188","595981183188","","https://www.google.com/maps/place/Dermadue.+Dermatolog%C3%ADa+cl%C3%ADnica,+quir%C3%BArgica+y+est%C3%A9tica.Oncolog%C3%ADa+cut%C3%A1nea+y+cirug%C3%ADa+de+mohs./data=!4m7!3m6!1s0x945da71523ebf26b:0xc0bac43aa7efb3e0!8m2!3d-25.2590555!4d-57.5826184!16s%2Fg%2F11j8zd6s3_!19sChIJa_LrIxWnXZQR4LPvpzrEusA?authuser=0&hl=es-419&rclk=1","PENDING"
